ItemNumber,ItemName,QuantityOnHand,SellingPrice,Brand,Category
KG-EL821-4C1T,KGUARD EL821-4HW212B; 8 Channel DVR;4x600TVL Cameras; QR Code Function; 960H; Cloud Tech; 1TB HDD,0,580,- No Manufacturer -,SURVEILLANCE CAMERA
KH1508,Aten Altusen 8 Port Rackmount USB-PS/2 Cat5 KVM Switch with Daisy Chain,0,487,ATEN,KVM PRODUCTS - KVM
KH1508-I,Aten Altusen 8 Port Rackmount USB-PS/2 Cat5 KVM Over IP Switch with Daisy Chain,0,1089,ATEN,KVM PRODUCTS - KVM
KH1516,Aten Altusen 16 Port Rackmount USB-PS/2 Cat5 KVM Switch with Daisy Chain,0,690,ATEN,KVM PRODUCTS - KVM
KH1516-I,Aten Altusen 16 Port Rackmount USB-PS/2 Cat5 KVM Over IP Switch with Daisy Chain,0,969,ATEN,KVM PRODUCTS - KVM
KL-TABSL101-G,"nKliq iPad Tablet Sleeve for Tablet PCs up to 10.1"" (iPad 1/2; Galaxy; Xoom etc)",2,12.5,nKliq,MobilePhone/Tablet Accessories
KO820U-0.25,RJ45M - RJ45M Cat5E Network Cable 25cm,10,0.72,8WARE,CABLES - CAT5 10/100 Cables
KO820U-0.5,RJ45M - RJ45M Cat5E Network Cable 50cm,10,0.95,8WARE,CABLES - CAT5 10/100 Cables
KO820U-0.5GRY,RJ45M - RJ45M Cat5E Network Cable 50cm - Grey,10,0.95,8WARE,CABLES - CAT5 10/100 Cables
KO820U-0.5YEL,RJ45M - RJ45M Cat5E Network Cable 50cm - Yellow,10,0.95,8WARE,CABLES - CAT5 10/100 Cables
KO820U-1,RJ45M - RJ45M Cat5E Network Cable 1m,10,0.95,8WARE,CABLES - CAT5 10/100 Cables
KO820U-10,RJ45M - RJ45M Cat5E Network Cable 10m,0,4.6,8WARE,CABLES - CAT5 10/100 Cables
KO820U-15,RJ45M - RJ45M Cat5E Network Cable 15m,10,6.5,8WARE,CABLES - CAT5 10/100 Cables
KO820U-1GRY,RJ45M - RJ45M Cat5E Network Cable 1m-Grey,10,0.95,8WARE,CABLES - CAT5 10/100 Cables
KO820U-1YEL,RJ45M - RJ45M Cat5E Network Cable 1m-Yellow,3,0.95,8WARE,CABLES - CAT5 10/100 Cables
KO820U-2,RJ45M - RJ45M Cat5E Network Cable 2m,10,1.3,8WARE,CABLES - CAT5 10/100 Cables
KO820U-20,RJ45M - RJ45M Cat5E Network Cable 20m,10,8.5,8WARE,CABLES - CAT5 10/100 Cables
KO820U-2GRY,RJ45M - RJ45M Cat5E Network Cable 2m - Grey,10,1.3,8WARE,CABLES - CAT5 10/100 Cables
KO820U-2X,RJ45M - RJ45M Cat5E Network Cable 2m Crossover,0,1.3,8WARE,CABLES - CAT5 10/100 Cables
KO820U-2YEL,RJ45M - RJ45M Cat5E Network Cable 2m - Yellow,10,1.3,8WARE,CABLES - CAT5 10/100 Cables
KO820U-3,RJ45M - RJ45M Cat5E Network Cable 3m,10,1.8,8WARE,CABLES - CAT5 10/100 Cables
KO820U-30,RJ45M - RJ45M Cat5E Network Cable 30m,10,12.89,8WARE,CABLES - CAT5 10/100 Cables
KO820U-40,RJ45M - RJ45M Cat5E Network Cable 40m,10,17.5,8WARE,CABLES - CAT5 10/100 Cables
KO820U-5,RJ45M - RJ45M Cat5E Network Cable 5m,10,2.7,8WARE,CABLES - CAT5 10/100 Cables
KO820U-50,RJ45M - RJ45M Cat5E Network Cable 50m,10,20.5,8WARE,CABLES - CAT5 10/100 Cables
KS-BM3080,Kstar BM3080 Line Interactive UPS 800VA High Frequency CPU Control via USB Port,0,99,KSTAR,UPS
KS-BM3120,Kstar BM3120 Line Interactive UPS 1200VA High Frequency CPU Control via USB Port,0,142,KSTAR,UPS
KS-BM3150,Kstar BM3150 Line Interactive UPS 1500VA High Frequency CPU Control via USB Port,5,189,KSTAR,UPS
LB-BLANK-1U,"LinkBasic 1RU Blanking Panel - Rack Mountable 19""",10,7.7,LinkBasic,NETWORKING - Racking
LB-BLANK-2U,"LinkBasic 2RU Blanking Panel - Rack Mountable 19""",10,8.9,LinkBasic,NETWORKING - Racking
LB-BLANK-4U,"LinkBasic 4RU Blanking Panel - Rack Mountable 19""",0,12.2,LinkBasic,NETWORKING - Racking
LB-CFJ02-2,Linkbasic 2 Way Rackmountable Fan Kit,8,42,LinkBasic,NETWORKING - Racking
LB-CFJ02-4,Linkbasic 4 Way Rackmountable Fan Kit,1,79,LinkBasic,NETWORKING - Racking
LB-FOMMD-LCLC,LinkBasic Multi Mode Duplex LC-LC Fibre Optic Patch Cord 3 Meter,5,20,LinkBasic,CABLES - Other Cables
LB-FOMMD-SCLC,LinkBasic Multi Mode Duplex SC-LC Fibre Optic Patch Cord 3 Meter,3,19.5,LinkBasic,CABLES - Other Cables
LB-FOMMD-SCSC,LinkBasic Multi Mode Duplex SC-SC Fibre Optic Patch Cord 3 Meter,3,19.5,LinkBasic,CABLES - Other Cables
LB-FOMMD-STLC,LinkBasic Multi Mode Duplex ST-LC Fibre Optic Patch Cord 3 Meter,5,19.5,LinkBasic,CABLES - Other Cables
LB-FOSMD-SCLC,LinkBasic Single Mode Duplex SC-LC Fibre Optic Patch Cord 3 Meter,5,19.5,LinkBasic,CABLES - Other Cables
LB-FOSMD-SCSC,LinkBasic Single Mode Duplex SC-SC Fibre Optic Patch Cord 3 Meter,4,19.5,LinkBasic,CABLES - Other Cables
LB-FSHELF-100,LinkBasic 750mm Deep Fixed Shelf for 1000mm Deep Cabinet only,1,20.5,LinkBasic,NETWORKING - Racking
LB-FSHELF-45,LinkBasic 275mm Deep Fixed Shelf for 450mm Deep Cabinet only,5,15.5,LinkBasic,NETWORKING - Racking
LB-FSHELF-60,LinkBasic 350mm Deep Fixed Shelf for 600mm Deep Cabinet only,5,16.7,LinkBasic,NETWORKING - Racking
LB-FSHELF-80,LinkBasic 550mm Deep Fixed Shelf for 800mm Deep Cabinet only,0,33,LinkBasic,NETWORKING - Racking
LB-IECPDU15-8,"LinkBasic IEC 19"" 1RU 8 Ports 10A C13 Power Distribution Units AU Approved (15A connection required)",0,58,LinkBasic,NETWORKING - Racking
LB-KBP,LinkBasic 2RU Sliding Keyboard Shelf with Mouse Tray,4,88,LinkBasic,NETWORKING - Racking
LB-LRAIL-100,"LinkBasic 19"" L Rail for 1000mm Deep Cabinet only - Black",5,11.4,LinkBasic,NETWORKING - Racking
LB-LRAIL-45,"LinkBasic 19"" L Rail for 450mm Deep Cabinet only - Black",3,6.4,LinkBasic,NETWORKING - Racking
LB-LRAIL-60,"LinkBasic 19"" L Rail for 600mm Deep Cabinet only - Black",2,8.2,LinkBasic,NETWORKING - Racking
LB-LRAIL-80,"LinkBasic 19"" L Rail for 800mm Deep Cabinet only - Black",3,9.5,LinkBasic,NETWORKING - Racking
LB-NCB22U-68-DDA,LinkBasic 22RU 800mm Depth Server Rack Mesh Door with 4x240v Fans and 8-Port 10A PDU,0,629,LinkBasic,NETWORKING - Racking
LB-NCB37U-610-BDA,Linkbasic 37U 1000mm Depth with four 240V fans  8 ports 10A PDU  Glass Door,2,829,LinkBasic,NETWORKING - Racking
LB-NCD42U-610,LinkBasic 42RU 1000mm Depth  (DDA) Server Rack Mesh Door with 4x240v Fans and 8-Port 10A PDU,4,959,LinkBasic,NETWORKING - Racking
LB-NCD42U-612-BDA,LinkBasic 42RU 1200mm Depth Server Rack Glass Door with 4x240v Fans and 8-Port 10A PDU,4,1149,LinkBasic,NETWORKING - Racking
LB-PDU10-10,LinkBasic 10-Port 10A Power Distribution Unit AU Approved,10,37,LinkBasic,NETWORKING - Racking
LB-PDU10-6,LinkBasic 6-Port 10A Power Distribution Unit AU Approved,8,31,LinkBasic,NETWORKING - Racking
LB-PDU10-8,LinkBasic 8-Port 10A Power Distribution Unit AU Approved,5,56,LinkBasic,NETWORKING - Racking
LB-PDU15-8,LinkBasic 8-Port 15A Power Distribution Unit AU Approved  (15A Connection Required),9,50,LinkBasic,NETWORKING - Racking
LB-PP5-24,LinkBasic 24 Port Cat5E Patch Panel Rack Mount,10,45,LinkBasic,NETWORKING - Racking
LB-PP6-24,LinkBasic 24 Port Cat6 Patch Panel Rack Mount,10,54,LinkBasic,NETWORKING - Racking
LB-PP-CABLEMT,"LinkBasic 1RU 19"" Cable Management Rail 24 Slot Shallow (Plastic)",10,10.3,LinkBasic,NETWORKING - Racking
LB-PP-CABLEMT2,LinkBasic MTD01 Horizontal Cable Management Bracket  1U,10,5.8,LinkBasic,NETWORKING - Racking
LB-PP-CABLEMTB,"LinkBasic 1RU 19"" Cable Management Brush Rail",10,15,LinkBasic,NETWORKING - Racking
LB-PP-CABLEMTR,LinkBasic Cable Management Ring (Steel) - Black,8,4.5,LinkBasic,NETWORKING - Racking
LB-PP-CABLEMTV,LinkBasic Vertical Cable Management Rail 1870 mm long x 94 mm wide (only fit 42RU with 800mm wide),4,63,LinkBasic,NETWORKING - Racking
LB-PP-CONNECTOR,LinkBasic Cabinet Connector,10,0.65,LinkBasic,NETWORKING - Racking
LB-PP-NUT,LinkBasic Cage Screw & Nut Set Single Pack,10,1,LinkBasic,NETWORKING - Racking
LB-RJTESTER,LinkBasic RJ11/RJ12/RJ45 Network Cable Tester,10,22,LinkBasic,CABLES - CAT5 10/100 Cables
LB-SHELF-100,LinkBasic Cantilever 2RU 452mm Deep Fixed Shelf Suitable with 19' 1000mm Deep Cabinet only,3,32,LinkBasic,NETWORKING - Racking
LB-SHELF-60,LinkBasic Cantilever 2RU 300mm Deep Fixed Shelf Suitable with 19' 600mm Deep Cabinet only,5,24.5,LinkBasic,NETWORKING - Racking
LB-SLOCK,Linkbasic side panel cabinet lock,7,5,LinkBasic,NETWORKING - Racking
LB-SSHELF-100,LinkBasic 750mm Deep Sliding Shelf for 1000mm Deep Cabinet only,3,58,LinkBasic,NETWORKING - Racking
LB-SSHELF-60,LinkBasic 350mm Deep Sliding Shelf for 600mm Deep Cabinet only,10,32,LinkBasic,NETWORKING - Racking
LB-SSHELF-80,LinkBasic 550mm Deep Sliding Shelf for 800mm Deep Cabinet only,4,41,LinkBasic,NETWORKING - Racking
LB-WCB06-645-BAA,LinkBasic 6U Wall Mount Cabinet Flat Pack (600mm x 450mm x 368mm),10,119,LinkBasic,NETWORKING - Racking
LB-WCB12-645-BAA,LinkBasic 12U Wall Mount Cabinet Flat Pack  (600mm x 450mm x 635mm) (2 Cartons),10,189,LinkBasic,NETWORKING - Racking
LB-WCF04-A,LinkBasic 4RU Wall Mount Open Frame Rack,5,45,LinkBasic,NETWORKING - Racking
LED-BL-B22CW-10WN,NationStar LED Bulb Light B22 Bayonet Replacement Globe 240V 68mm 10W 850Lm Cool White SAA,10,12.5,NationStar,LED Lighting
LED-BL-B22CW-12WN,NationStar LED Bulb Light B22 Bayonet Replacement Globe 240V 68mm 12W 1100Lm Cool White SAA,10,14,NationStar,LED Lighting
LED-BL-B22CW-5WNC,NationStar LED 5W (450lm) Cool White B22 Bayonet Lightbulb,10,7.5,NationStar,LED Lighting
LED-BL-B22CW-9WNC,NationStar LED 9W (860lm) Cool White B22 Bayonet Lightbulb,10,11.2,NationStar,LED Lighting
LED-BL-B22NW-10WN,NationStar LED Bulb Light B22 Bayonet Replacement Globe 240V 68mm 10W 770Lm Neutral White SAA,10,12.5,NationStar,LED Lighting
LED-BL-B22NW-7WN,NationStar LED Bulb Light B22 Bayonet Replacement Globe 240V 60mm 7W 450Lm Neutral White SAA,10,9.5,NationStar,LED Lighting
LED-BL-B22WW-10WN,NationStar LED Bulb Light B22 Bayonet Replacement Globe 240V 68mm 10W 770Lm Warm White SAA,3,12.5,NationStar,LED Lighting
LED-BL-B22WW-12WN,NationStar LED Bulb Light B22 Bayonet Replacement Globe 240V 68mm 12W 900Lm Warm White SAA,4,14,NationStar,LED Lighting
LED-BL-B22WW-5WNC,NationStar LED 5W (400lm) Warm White B22 Bayonet Lightbulb,10,7.5,NationStar,LED Lighting
LED-BL-B22WW-6WS,LEDware LED Bulb Light B22 Bayonet Replacement Globe 240V 60mm 6W 560Lm WW with PIR Motion Sensor,10,24.8,LEDWARE,LED Lighting
LED-BL-B22WW-9WNC,NationStar LED 9W (800lm) Warm White B22 Bayonet Lightbulb,10,11.2,NationStar,LED Lighting
LED-BL-E27CW-12WN,NationStar LED Bulb Light E27 Edison Screw Type Replacement Globe 240V 68mm 12W 1100Lm Cool White SA,0,14,NationStar,LED Lighting
LED-BL-E27CW-5WNC,NationStar LED 5W (450lm) Cool White E27 Screw Lightbulb,10,7.5,NationStar,LED Lighting
LED-BL-E27CW-7WN,NationStar LED Bulb Light E27 Edison Screw Type Replacement Globe 240V 60mm 7W 500Lm Cool White SAA,0,14.6,NationStar,LED Lighting
LED-BL-E27CW-9WNC,NationStar LED 9W (860lm) Cool White E27 Screw Lightbulb,10,11.2,NationStar,LED Lighting
LED-BL-E27R80WW-10W,LEDware LED Bulb Light E27 Screw Replacement Globe 240V R80 10W 700Lm Warm White Frosted Cover,0,25.5,LEDWARE,LED Lighting
LED-BL-E27WW-12WN,NationStar LED Bulb Light E27 Edison Screw Type Replacement Globe 240V 68mm 12W 900Lm Warm White SAA,10,14,NationStar,LED Lighting
LED-BL-E27WW-5WNC,NationStar LED 5W (400lm) Warm White E27 Screw Lightbulb,10,7.5,NationStar,LED Lighting
LED-BL-E27WW-7WN,NationStar LED Bulb Light E27 Edison Screw Type Replacement Globe 240V 60mm 7W 450Lm Warm White SAA,6,9.5,NationStar,LED Lighting
LED-BL-E27WW-8W,LEDware LED Bulb Light E27 Screw Type Replacement Globe 240V 80mm 7.5W 540Lm Warm White Samsung Chi,10,18.5,LEDWARE,LED Lighting
LED-BL-E27WW-9WNC,NationStar LED 9W (800lm) Warm White E27 Screw Lightbulb,10,11.2,NationStar,LED Lighting
LED-CL-CW-12WBN,NationStar LED Ceiling Light 12W (1000 lm) Cool White - 220mm Diameter,10,46,NationStar,LED Lighting
LED-CL-CW-16WBN,NationStar LED Ceiling Light 16W (1400 lm) Cool White - 260mm Diameter,4,53,NationStar,LED Lighting
LED-CL-CW-22WBN,NationStar LED Ceiling Light 22W (1800 lm) Cool White - 320mm Diameter,0,60,NationStar,LED Lighting
LED-CL-WW-12WBN,NationStar LED Ceiling Light 12W (900 lm) Warm White - 220mm Diameter,0,46,NationStar,LED Lighting
LED-CL-WW-16WBN,NationStar LED Ceiling Light 16W (1300 lm) Warm White - 260mm Diameter,10,53,NationStar,LED Lighting
LED-CL-WW-22WBN,NationStar LED Ceiling Light 22W (1700 lm) Warm White - 320mm Diameter,0,60,NationStar,LED Lighting
LED-DESKP-5WD-RD,LEDware Dimmable Pedestal LED Desk Reading Lamp 240V 5W 200Lm CW Touch Switch Flexible Arm Red SAA,10,28.5,LEDWARE,LED Lighting
LED-DESKP-5WD-WT,LEDware Dimmable Pedestal LED Desk Reading Lamp 240V 5W 200Lm CW Touch Switch Flexible Arm White SAA,0,28.5,LEDWARE,LED Lighting
LED-DL-ADP3-WT,"LEDware Downlight Outer Ring Adapter from 3.5""/85mm to 4""/105mm White",10,4.2,LEDWARE,LED Lighting
LED-DL-CW-12WCDN,Nationstar LED Dimmable down light complete kits 95mm cut-out 240V 12W 900lm Cool White Epistar Chi,10,42,NationStar,LED Lighting
LED-DL-CW-12WDDF-WT4,"LEDware Dimmable LED Down Light Complete Kit 240V 12W 900Lm cut-out: 96mm CW 120? Diffuser 4"" Matte",4,46.5,LEDWARE,LED Lighting
LED-DL-CW-12WDD-WT,LEDware Dimmable LED Down Light Complete Kit 240V 12W SMD 830Lm cut-out: 75mm Cool White 100? Diffus,10,41.5,LEDWARE,LED Lighting
LED-DL-CW-12WDD-WTN,NationStar Dimmable LED Down Light Complete Kit 240V 12W SMD 900Lm CW with 100? Diffuser Matte White,10,42,NationStar,LED Lighting
LED-DL-CW-12WN,NationStar LED Down Light Complete Kits 240V 12W 900Lm cut-out:130mm CW Non-Dimmable Epistar Chip Si,10,42,NationStar,LED Lighting
LED-DL-CW-9WN,Nationstar LED down light complete kits 95mm cut-out 240V 9W 720lm Cool White Epistar Chip,10,30,NationStar,LED Lighting
LED-DL-WW-12WCDN,Nationstar LED Dimmable down light complete kits 95mm cut-out 240V 12W 850lm Warm White Epistar Chip,0,42,NationStar,LED Lighting
LED-DL-WW-12WDD-WTN,NationStar Dimmable LED Down Light Complete Kit 240V 12W SMD 850Lm WW with 100? Diffuser Matter,10,42,NationStar,LED Lighting
LED-DL-WW-12WN,NationStar LED Down Light Complete Kits 240V 12W 850Lm cut-out:130mm WW Non-Dimmable Epistar Chip Si,0,42,NationStar,LED Lighting
LED-DL-WW-13WFD-WT,LEDware LED Downlight Kit 13W (800 lm) Warm White Fixed Dimmable Flex & Plug [White],10,43,LEDWARE,LED Lighting
LED-DL-WW-5WN,NationStar LED Down Light Complete Kits 240V 5W SMD 350Lm cut-out: 85mm WW Low Profile Non-Dimmable,10,19.5,NationStar,LED Lighting
LED-DL-WW-9W,LEDware LED Down Light Complete Kit 240V 9W (3x3W) 450Lm Warm White Non-Dimmable OSRAM Chip,5,29.5,LEDWARE,LED Lighting
LED-DL-WW-9WN,Nationstar LED down light complete kits 95mm cut-out 240V 9W 680lm Warm White Epistar Chip,10,30,NationStar,LED Lighting
LED-DRV-INT-10W,LEDware LED Driver Power Supply Constant Voltage 240V to 12V 10W 800mA EMC SAA Non-Dimmable Indoor,10,12.3,LEDWARE,LED Lighting
LED-DRV-INT-10WD,LEDware Dimmable LED Driver Power Supply Constant Voltage 240V to 12V 10W 800mA EMC SAA Indoor Use,9,16.3,LEDWARE,LED Lighting
LED-FL-CW-100WE,LEDware LED Flood Light Lamp 240V 100W >7000Lm Cool White 6000K SAA IP65 Economical Pack,0,241,LEDWARE,LED Lighting
LED-FL-CW-10W,LEDware LED Flood Light Lamp 240V 10W 1000Lm Cool White Epistar Chip SAA IP65 1m Cord & Power Plug,0,43.8,LEDWARE,LED Lighting
LED-FL-CW-10WE,LEDware LED Flood Light Lamp 240V 10W >660Lm Cool White 6000K SAA IP65 Economical Pack,5,24.5,LEDWARE,LED Lighting
LED-FL-CW-150WE,LEDware LED Flood Light Lamp 240V 150W >10000Lm Cool White 6000K SAA IP65 Economical Pack,1,382,LEDWARE,LED Lighting
LED-FL-CW-30W,LEDware LED Flood Light Lamp 240V 30W 3000Lm Cool White Epistar Chip SAA IP65 1m Cord & Power Plug,0,98,LEDWARE,LED Lighting
LED-FL-CW-30WE,LEDware LED Flood Light Lamp 240V 30W >2700Lm Cool White 6000K SAA IP65 Economical Pack,0,68,LEDWARE,LED Lighting
LED-FL-CW-50WE,LEDware LED Flood Light Lamp 240V 50W >3800Lm Cool White 6000K SAA IP65 Economical Pack,0,102,LEDWARE,LED Lighting
LED-FL-CW-70WE,LEDware LED Flood Light Lamp 240V 70W >5000Lm Cool White 6000K SAA IP65 Economical Pack,0,172,LEDWARE,LED Lighting
LED-FL-WW-10WE,LEDware LED Flood Light Lamp 240V 10W >600Lm Warm White 3000K SAA IP65 Economical Pack,0,24.5,LEDWARE,LED Lighting
LED-FL-WW-30W,LEDware LED Flood Light Lamp 240V 30W 3000Lm Warm White Epistar Chip SAA IP65 1m Cord & Power Plug,0,97,LEDWARE,LED Lighting
LED-FL-WW-30WE,LEDware LED Flood Light Lamp 240V 30W >2500Lm Warm White 3000K SAA IP65 Economical Pack,0,68,LEDWARE,LED Lighting
LED-FL-WW-50WE,LEDware LED Flood Light Lamp 240V 50W >3700Lm Warm White 3000K SAA IP65 Economical Pack,0,102,LEDWARE,LED Lighting
LED-FL-WW-70WE,LEDware LED Flood Light Lamp 240V 70W >4850Lm Warm White 3000K SAA IP65 Economical Pack,0,172,LEDWARE,LED Lighting
LED-FL-WW-80W,LEDware LED Flood Light Lamp 240V 80W 7500Lm Warm White Epistar Chip SAA IP65 1m Cord & Power Plug,7,255,LEDWARE,LED Lighting
LED-HL-CW-100W,LEDware LED High Bay Light Lamp 240V 100W 9131Lm Cool White Epistar Chip IP65 (Dual Box),1,385,LEDWARE,LED Lighting
LED-HL-CW-80W,LEDware LED High Bay Light Lamp 240V 80W 7600Lm Cool White Epistar Chip IP65 (Dual Box),1,355,LEDWARE,LED Lighting
LED-PL-30120CW-36WMN,NationStar LED Panel Light 240V 36W 3200Lm 1200 X 300 mm CW SAA 72W Fluorescent Replacement,10,138,NationStar,LED Lighting
LED-PL-6060CW-36WMN,NationStar LED Panel Light 240V 36W 3000Lm 600 X 600 mm Cool White SAA 72W Fluorescent Replacement,5,138,NationStar,LED Lighting
LED-SL-GU10CW-5WN,NationStar LED Spot Light GU10 Replacement Bulb 240V 5W (1x5W) COB 300Lm Cool White Non-Dimmable SAA,10,10,NationStar,LED Lighting
LED-SL-GU10CW-6W,LEDware LED Spot Light GU10 Replacement Bulb 240V 6W (3x2W) 360Lm Cool White Non-Dimmable SAA,1,13.2,LEDWARE,LED Lighting
LED-SL-GU10CW-7WN,NationStar non-dimmable LED Spot Light GU10 Replacement Bulb 240V 7W (1x7W) COB 550Lm Cool White SAA,10,13.8,NationStar,LED Lighting
LED-SL-GU10NW-5WN,NationStar LED Spot Light GU10 Replacement Bulb 240V 5W (1x5W)COB 330Lm Netural White Non-Dimmable,0,10,NationStar,LED Lighting
LED-SL-GU10WW-10W,LEDware LED Spot Light Bulb GU10 240V 10W COB 550Lm WW Epistar Compatible Size 50 x 66 mm,1,18,LEDWARE,LED Lighting
LED-SL-GU10WW-5WN,NationStar LED Spot Light GU10 Replacement Bulb 240V 5W (1x5W)COB 270Lm Warm White Non-Dimmable SAA,10,10,NationStar,LED Lighting
LED-SL-GU10WW-7WN,NationStar non-dimmable LED Spot Light GU10 Replacement Bulb 240V 7W (1x7W) COB 520Lm Warm White SAA,10,13.8,NationStar,LED Lighting
LED-SL-GU10WW-9W,LEDware LED Spot Light GU10 Replacement Bulb 240V 9W (3x3W) 380Lm Warm White Non-Dimmable SAA,3,20.5,LEDWARE,LED Lighting
LED-SL-MR16CW-3WN,NationStar Dimmable LED Spot Light MR16 Replacement Bulb 12V 3W (3x1W) 200Lm Cool White SAA,10,8.2,NationStar,LED Lighting
LED-SL-MR16CW-5WN,NationStar LED Spotlight MR16 5W 12V (350 lm) Cool White Dimmable,0,10,NationStar,LED Lighting
LED-SL-MR16CW-6W,LEDware Dimmable LED Spot Light MR16 Replacement Bulb 12V 6W(3x2W) 360Lm Cool White Edison Chip SAA,3,13.2,LEDWARE,LED Lighting
LED-SL-MR16CW-7WN,NationStar non-dimmable LED Spot Light MR16 Replacement Bulb 12V 7W (1x7W) COB 550Lm Cool White SAA,0,13.8,NationStar,LED Lighting
LED-SL-MR16NW-5WN,NationStar Dimmable LED Spot Light MR16 Replacement Bulb 12V 5W (1x5W) COB 330Lm Netural White SAA,0,10,NationStar,LED Lighting
LED-SL-MR16WW-10W,LEDware Dimmable LED Spot Light Bulb MR16 12V 10W COB 550Lm WW Cree Chip 50W Replacement 50 x 50 mm,10,18,LEDWARE,LED Lighting
LED-SL-MR16WW-5WN,NationStar Dimmable LED Spot Light MR16 Replacement Bulb 12V 5W (1x5W) COB 270Lm Warm White SAA,10,10,NationStar,LED Lighting
LED-SL-MR16WW-7WN,NationStar non-dimmable LED Spot Light MR16 Replacement Bulb 12V 7W (1x7W) COB 520Lm Warm White SAA,0,13.8,NationStar,LED Lighting
LED-SL-MR16WW-9W,LEDware Dimmable LED Spot Light MR16 Replacement Bulb 12V 9W (3x3W) 380Lm Warm White Edison Chip SAA,1,20,LEDWARE,LED Lighting
LED-STP-1.2MRGB-INT,LEDware LED Flex Ribbon Strip Kit 12V 1.2m (4x30cm) RGB 60LED/m Indoor SAA Power Adaptor & Remote,10,22,LEDWARE,LED Lighting
LED-STP-1.2MWT-INT,LEDware LED Flex Ribbon Strip Kit 12V 1.2m (4x30cm) White 60LED/m Indoor Use with SAA Power Adaptor,9,18.5,LEDWARE,LED Lighting
LED-STP-5MRGB-INTN,NationStar LED Flex Ribbon Strip Kit 12V 5m Roll RGB 5050 30LED/m Indoor Use with 2.5A SAA Power Ad,10,41,NationStar,LED Lighting
LED-STP-5MWT-INTN,NationStar LED Flex Ribbon Strip Kit 12V 5m Roll Cool White 60 LED/m Inc. Power Adapter,10,37,NationStar,LED Lighting
LED-STP-LINK-001,NationStar LED Spare Connector without Cable for Single Colour Strip Light 5 Pack,5,4.5,NationStar,LED Lighting
LED-STP-LINK-002,NationStar LED Spare Connector with 300mm Cable for Single Colour Strip Light 5 Pack,6,9,NationStar,LED Lighting
LED-STP-LINK-003,NationStar LED Spare Connector without Cable for RGB Colour Strip Light 5 Pack,10,4.4,NationStar,LED Lighting
LED-STP-LINK-004,NationStar LED Spare Connector with 300mm Cable for RGB Colour Strip Light 5 Pack,0,12,NationStar,LED Lighting
LED-TL-T10CW-18W,LEDware LED Tube Light 240V 1.2m T10 18W 1600Lm Cool White Internal Two-End Power Frosted Cover,10,34,LEDWARE,LED Lighting
LED-TL-T10CW-9W,LEDware LED Tube Light 240V 0.6m T10 9W 800Lm Cool White Internal Two-End Power Frosted Cover,10,21,LEDWARE,LED Lighting
LED-TL-T8CW-18WN,NationStar LED Tube Light 240V SAA 1.2m T8 18W 1500Lm CW Int Isolate One-End Power Rotate Cap Froste,10,39,NationStar,LED Lighting
LED-TL-T8CW-22WN,NationStar LED Tube Light 240V 1.5m T8 22W >1800Lm CW SAA Internal One-End Power  Frosted Cover,10,43.5,NationStar,LED Lighting
LG-HFB-500,LG Bluetooth Solar Hands Free Car Kit,0,41,8WARE,ACCESSORIES
LS-CR90AA,LVSUN Universal Notebook Car Power Adaptor 90W 15-24V Auto-Adjust LED Display with 8 Tips,1,42,LVSUN,POWER SUPPLIES
LS-TIP-APPLE,LVSUN N15 (W) MacBook Connector Tip for LVSUN Universal Notebook Power Adapters,1,18,LVSUN,POWER SUPPLIES
LS-TIP-TOSHIBA,LVSUN N13 (B) TOSHIBA Notebook Connector Tip for LVSUN Universal Notebook Power Adapters,1,3.7,LVSUN,POWER SUPPLIES
LT-FC9,"Lamptron FC9 4-Channel Wattage Controller 5.25"" Bay 50W Colour LED Indicator Aluminum Black",0,68,Lamptron,Cooling - Other Cooling
LT-FCT,"Lamptron FCT 6-Channel Touch Screen Fan Controller 5.25"" Bay 30W Anodized Aluminum Black",10,84,Lamptron,Cooling - Other Cooling
LT-MODKIT,Lamptron Modding Tool Kit 6-piece Pins Remover Stainless Steel Silver with Metal Gift Box,10,31,Lamptron,Cooling - Other Cooling
LT-SILENTKIT,Lamptron Noise Reduction Kit 44 Rubber Mounting Pieces in one Box Black,10,8.5,Lamptron,Cooling - Other Cooling
MATX-02,Bliss Micro ATX (A-394) PC Power Supply 300 Watt (Acer and IBM PCS),3,67,BLISS,POWER SUPPLIES
MB-FM172AB,mbeat Car FM MP3 Transmitter,0,19,mbeat,USB AND FIREWIRE PRODUCTS
MB-FM188AB,mbeat iPhone & iPod FM Transmitter with Car Charger,8,21,mbeat,MobilePhone/Tablet Accessories
MB-FMBT200,mBeat Bluetooth Hands Free Car Kit and FM Music Transmitter,0,38,mbeat,MobilePhone/Tablet Accessories
MB-HDMISW41S,mbeat 4 Port Powered HDMI Switch with Remote Control,10,32,mbeat,KVM PRODUCTS - KVM
MB-HUB716,mbeat? 7 Prot USB 3.0 x 1 + USB 2.0 x 6 hub with 2.1A smart charging function,0,26.5,mbeat,HUBS AND CARDREADERS
MB-MCRTAB01,mBeat Samsung Galaxy Tab USB OTG & Memory Card Reader,4,12,mbeat,HUBS AND CARDREADERS
MB-USBC202,mbeat 3A / 15W Dual Port USB and Dual Cigarette Lighter Car Charger,10,12.4,mbeat,MobilePhone/Tablet Accessories
